transaction_id,customer_id,transaction_date,transaction_type,amount,transaction_fee,status,merchant_category,device_type,country,is_fraud,anomaly_flag,rule_alert,z_score,zscore_alert,if_prediction,if_alert
2114,3858,2025-10-06 10:11:06.822118,ATM Withdrawal,9739.24,48.7,Completed,Healthcare,Tablet,Vietnam,False,False,False,1.204166537868144,False,-1,True
2215,3494,2025-02-08 15:17:20.069912,Online Purchase,9029.45,45.15,Completed,Groceries,Mobile,Bermuda,False,False,False,1.1080996083878534,False,-1,True
2271,2326,2025-12-27 04:16:12.870733,Online Purchase,8912.08,44.56,Completed,Groceries,Mobile,Turkmenistan,True,True,False,1.0922140992751557,False,-1,True
2293,1767,2026-05-11 00:14:57.931724,Online Purchase,9343.89,46.72,Completed,Restaurants,Mobile,Panama,True,False,False,1.1506576682446878,False,-1,True
2460,3378,2024-12-08 14:33:20.535708,Card Payment,9790.55,48.95,Completed,Subscriptions,Desktop,Saudi Arabia,False,False,False,1.2111111188732777,False,-1,True
2483,2548,2025-01-06 06:14:07.832499,Direct Debit,9390.62,46.95,Completed,Shopping,Desktop,Korea,False,False,False,1.156982366556321,False,-1,True
2615,1489,2024-09-06 10:35:58.830466,Card Payment,9906.71,49.53,Pending,Restaurants,Mobile,Libyan Arab Jamahiriya,False,False,False,1.226832859850793,False,-1,True
2840,396,2025-09-27 12:36:37.524341,Bank Transfer,9581.46,47.91,Completed,Shopping,Mobile,Tokelau,False,False,False,1.1828117144226176,False,-1,True
2897,2043,2025-02-18 11:07:05.959144,Bank Transfer,9806.16,49.03,Completed,Utilities,Mobile,Guadeloupe,False,True,False,1.2132238631626977,False,-1,True
2906,4654,2025-02-17 16:12:26.668517,Card Payment,9505.7,47.53,Completed,Restaurants,Desktop,Bahamas,False,False,False,1.1725579343222685,False,-1,True
2911,4844,2026-05-07 10:43:15.250622,Online Purchase,17843.72,89.22,Completed,Healthcare,Mobile,Saint Pierre and Miquelon,False,True,False,2.301071972763575,False,-1,True
3142,4763,2025-09-10 09:32:06.707233,ATM Withdrawal,9024.57,45.12,Completed,Shopping,Desktop,Antarctica (the territory South of 60 deg S),False,False,False,1.1074391220244728,False,-1,True
3250,1784,2025-03-04 05:48:12.471975,Bank Transfer,512237.37,2561.19,Completed,Shopping,Mobile,Aruba,False,True,True,69.2150604905697,True,-1,True
3349,1775,2026-01-17 08:45:51.389356,Online Purchase,56127.88,280.64,Completed,Restaurants,Mobile,Algeria,False,True,True,7.482663287000422,True,-1,True
3460,3219,2025-10-06 04:07:14.071212,Card Payment,9272.29,46.36,Completed,Restaurants,Mobile,Panama,False,False,False,1.1409669257000075,False,-1,True
3537,626,2025-05-21 00:20:59.786346,Card Payment,9831.95,49.16,Completed,Groceries,Mobile,Barbados,False,False,False,1.2167144253167104,False,-1,True
3857,4399,2026-04-02 08:41:01.997635,Bank Transfer,9708.68,48.54,Completed,Groceries,Desktop,Hong Kong,False,False,False,1.2000303773630403,False,-1,True
3918,3187,2025-05-08 11:34:51.272516,Bank Transfer,9424.1,47.12,Completed,Groceries,Tablet,Singapore,False,False,False,1.161513736114923,False,-1,True
3960,2837,2026-01-31 02:23:17.161220,Card Payment,9912.85,49.56,Completed,Entertainment,Mobile,Hong Kong,False,False,False,1.2276638816276693,False,-1,True
3984,4685,2025-08-02 20:15:28.385908,Online Purchase,9582.42,47.91,Completed,Subscriptions,Mobile,Anguilla,False,False,False,1.1829416461662334,False,-1,True
4050,2321,2024-09-22 09:38:11.663303,Bank Transfer,9708.62,48.54,Completed,Healthcare,Mobile,Samoa,False,False,False,1.2000222566290644,False,-1,True
4076,4968,2025-07-15 17:27:42.386708,ATM Withdrawal,9716.69,48.58,Completed,Subscriptions,Mobile,Rwanda,False,False,False,1.2011144953488349,False,-1,True
4402,3985,2024-08-03 21:49:10.742937,Bank Transfer,49972.03,249.86,Completed,Groceries,Desktop,Ukraine,False,True,True,6.649496282898859,True,-1,True
4417,3085,2024-11-21 03:37:25.945146,Card Payment,16410.4,82.05,Completed,Restaurants,Desktop,Ireland,False,True,False,2.1070784657224917,False,-1,True
4534,4140,2024-12-30 12:11:05.050542,Card Payment,62057.7,310.29,Completed,Restaurants,Mobile,San Marino,True,True,True,8.28523813275877,True,-1,True
4615,4320,2026-06-01 19:02:40.263531,Card Payment,9752.81,48.76,Completed,Healthcare,Mobile,Antarctica (the territory South of 60 deg S),False,False,False,1.2060031772023805,False,-1,True
4824,3347,2024-07-16 13:13:48.768565,Online Purchase,39228.8,196.14,Completed,Groceries,Desktop,Bahrain,False,True,True,5.195447735017733,True,-1,True
4973,3821,2026-02-23 20:42:39.926053,Bank Transfer,63477.32,317.39,Completed,Entertainment,Mobile,Australia,False,True,True,8.477377405542004,True,-1,True
5113,2713,2026-01-01 14:14:42.321921,Card Payment,9518.74,47.59,Completed,Entertainment,Mobile,Cayman Islands,False,False,False,1.1743228405063835,False,-1,True
5121,181,2026-03-20 20:20:42.226635,ATM Withdrawal,9043.12,45.22,Completed,Subscriptions,Tablet,Liechtenstein,False,False,False,1.1099497822787163,False,-1,True
5138,547,2024-11-07 03:23:22.651506,Bank Transfer,14307.8,71.54,Completed,Groceries,Mobile,Peru,False,True,False,1.8225008780905727,False,-1,True
5157,3015,2026-03-23 03:11:41.466976,Card Payment,18870.12,94.35,Completed,Restaurants,Desktop,Cape Verde,False,True,False,2.4399906619794987,False,-1,True
5197,4763,2025-10-30 13:24:42.547100,Bank Transfer,9124.31,45.62,Completed,Restaurants,Mobile,El Salvador,False,False,False,1.1209384888038925,False,-1,True
5348,2486,2024-10-17 21:20:03.073556,Direct Debit,379936.69,1899.68,Completed,Entertainment,Mobile,Andorra,False,True,True,51.30875003852821,True,-1,True
5537,4752,2025-02-16 23:34:44.116093,Bank Transfer,14168.57,70.84,Completed,Utilities,Mobile,French Guiana,False,True,False,1.8036567148992897,False,-1,True
5763,641,2025-03-09 16:33:55.345413,Online Purchase,400147.3,2000.74,Completed,Healthcare,Desktop,Faroe Islands,False,True,True,54.044166493569364,True,-1,True
5876,4496,2026-01-08 22:29:20.595109,Online Purchase,22131.72,110.66,Pending,Restaurants,Mobile,Syrian Arab Republic,False,True,True,2.8814337609142777,False,-1,True
6014,4253,2025-06-30 18:42:49.199979,Online Purchase,10532.2,52.66,Completed,Subscriptions,Tablet,Heard Island and McDonald Islands,False,True,False,1.311490158094819,False,-1,True
6143,4856,2024-07-25 17:19:30.156263,Bank Transfer,76525.14,382.63,Failed,Entertainment,Mobile,Saint Vincent and the Grenadines,False,True,True,10.243341991985218,True,-1,True
6196,1784,2025-12-21 07:24:16.742045,Online Purchase,9955.59,49.78,Completed,Shopping,Desktop,Kyrgyz Republic,False,False,False,1.233448551129899,False,-1,True
6245,3143,2025-05-16 23:26:47.378638,Bank Transfer,9624.85,48.12,Completed,Utilities,Mobile,Switzerland,False,False,False,1.1886843585429205,False,-1,True
6273,3654,2025-01-03 04:07:21.178952,Direct Debit,9036.14,45.18,Completed,Groceries,Mobile,Oman,False,False,False,1.109005070226176,False,-1,True
6376,3149,2025-10-11 10:42:15.657986,Card Payment,9163.3,45.82,Completed,Restaurants,Desktop,Kuwait,False,False,False,1.1262156124326228,False,-1,True
6435,1049,2025-03-16 19:37:35.091710,Card Payment,9355.43,46.78,Completed,Shopping,Mobile,Zambia,False,False,False,1.1522195560794033,False,-1,True
6489,2479,2025-05-02 19:51:45.378478,Online Purchase,17234.91,86.17,Completed,Travel,Desktop,North Macedonia,False,True,False,2.218672238564874,False,-1,True
6573,4013,2025-03-26 07:35:42.236051,Card Payment,13671.98,68.36,Completed,Shopping,Desktop,Antigua and Barbuda,False,True,False,1.736445460147014,False,-1,True
6755,3838,2026-03-31 00:38:32.507727,Card Payment,34268.42,171.34,Completed,Entertainment,Mobile,Algeria,False,True,True,4.524082295020768,True,-1,True
6779,4283,2025-11-15 01:26:15.482668,Online Purchase,15296.94,76.48,Completed,Groceries,Desktop,Serbia,False,True,False,1.9563765915074074,False,-1,True
6876,2542,2026-06-10 08:59:43.261022,Bank Transfer,9792.89,48.96,Completed,Restaurants,Mobile,Peru,False,False,False,1.2114278274983412,False,-1,True
6984,118,2025-03-23 17:50:42.485434,Bank Transfer,9360.83,46.8,Completed,Entertainment,Mobile,Jersey,False,False,False,1.1529504221372422,False,-1,True
7093,4206,2024-09-14 22:37:41.108504,Online Purchase,60666.66,303.33,Completed,Utilities,Mobile,Bolivia,False,True,True,8.096967036259436,True,-1,True
7555,3405,2025-12-29 13:42:21.798112,Card Payment,8921.13,44.61,Completed,Subscriptions,Mobile,Antigua and Barbuda,False,False,False,1.0934389766498671,False,-1,True
7579,3494,2026-05-12 07:16:13.398319,Online Purchase,9758.32,48.79,Completed,Entertainment,Desktop,Gibraltar,False,False,False,1.2067489312725088,False,-1,True
7804,2516,2026-06-01 22:35:26.276877,Card Payment,9306.0,46.53,Completed,Healthcare,Mobile,Kenya,False,False,False,1.1455294247388508,False,-1,True
7836,2672,2026-06-04 06:22:47.692704,Card Payment,12039.05,60.2,Completed,Utilities,Mobile,Japan,False,True,False,1.515435624623477,False,-1,True
7847,3768,2026-04-27 16:25:52.460098,Online Purchase,9729.42,48.65,Completed,Shopping,Mobile,Cook Islands,False,False,False,1.2028374444074073,False,-1,True
7914,312,2024-12-03 20:11:39.898422,Online Purchase,32355.54,161.78,Completed,Subscriptions,Mobile,Sweden,False,True,True,4.265182468220928,True,-1,True
8042,1374,2024-08-29 11:08:26.376189,Online Purchase,9546.62,47.73,Completed,Subscriptions,Mobile,Mauritania,False,False,False,1.1780962748938932,False,-1,True
8150,3405,2024-10-13 06:46:50.084095,Direct Debit,9312.63,46.56,Completed,Groceries,Mobile,Falkland Islands (Malvinas),False,False,False,1.1464267658431975,False,-1,True
8166,2001,2025-10-20 03:07:01.687279,Card Payment,22291.68,111.46,Completed,Shopping,Mobile,Uruguay,False,True,True,2.903083637694265,False,-1,True
8201,2434,2024-12-31 10:20:59.086411,Card Payment,11382.36,56.91,Completed,Utilities,Mobile,Brazil,False,True,False,1.426555544711937,False,-1,True
8313,448,2025-02-04 16:30:50.684224,Card Payment,22059.76,110.3,Completed,Travel,Mobile,Belize,False,True,True,2.871694293965741,False,-1,True
8315,2160,2025-08-02 05:17:47.000782,Online Purchase,12050.11,60.25,Completed,Healthcare,Mobile,Tuvalu,False,True,False,1.5169325465863845,False,-1,True
8337,1970,2026-04-10 19:51:27.129764,Card Payment,9032.69,45.16,Completed,Restaurants,Mobile,Anguilla,False,False,False,1.1085381280225568,False,-1,True
8637,404,2024-09-16 04:31:25.927106,Online Purchase,9333.34,46.67,Completed,Restaurants,Desktop,Botswana,False,False,False,1.1492297725205765,False,-1,True
8687,4716,2025-12-03 05:31:11.247171,Direct Debit,104960.98,524.8,Completed,Travel,Mobile,Faroe Islands,False,True,True,14.092006859048482,True,-1,True
8722,522,2025-11-05 19:00:41.321862,Bank Transfer,16018.2,80.09,Completed,Shopping,Mobile,Sri Lanka,False,True,False,2.0539959346327747,False,-1,True
8772,3323,2025-08-17 19:44:40.166692,Online Purchase,9294.06,46.47,Completed,Travel,Desktop,Aruba,False,False,False,1.1439133986776289,False,-1,True
8799,2899,2024-12-11 19:55:14.119835,Card Payment,9611.85,48.06,Completed,Utilities,Mobile,Panama,False,False,False,1.1869248661814562,False,-1,True
8882,1248,2025-10-11 22:49:23.622757,Bank Transfer,14364.48,71.82,Completed,Healthcare,Mobile,Somalia,False,True,False,1.8301722647865575,False,-1,True
8908,2989,2026-01-05 05:11:54.578267,Online Purchase,12755.4,63.78,Completed,Healthcare,Tablet,Samoa,False,True,False,1.612390421018476,False,-1,True
9003,3768,2026-06-06 09:28:17.807325,Card Payment,9042.43,45.21,Completed,Shopping,Mobile,Austria,False,False,False,1.1098563938379924,False,-1,True
9033,3494,2024-09-08 00:59:43.492933,Bank Transfer,8934.87,44.67,Completed,Entertainment,Mobile,Madagascar,False,False,False,1.0952986247303689,False,-1,True
9172,545,2025-04-13 14:41:19.365892,Bank Transfer,30513.45,152.57,Completed,Utilities,Mobile,Tuvalu,False,True,True,4.015863754057093,True,-1,True
9186,3718,2026-03-04 21:16:48.891937,Online Purchase,10534.4,52.67,Completed,Healthcare,Desktop,Saint Vincent and the Grenadines,False,True,False,1.3117879183406052,False,-1,True
9194,3515,2024-07-07 22:43:27.824193,Card Payment,9594.6,47.97,Completed,Utilities,Mobile,Malaysia,False,False,False,1.1845901551633593,False,-1,True
9197,1510,2025-01-15 04:34:33.335697,Card Payment,15507.8,77.54,Completed,Restaurants,Tablet,Indonesia,False,True,False,1.984915557610359,False,-1,True
9269,85,2025-07-03 01:59:37.684666,Card Payment,9255.37,46.28,Completed,Restaurants,Mobile,Poland,False,False,False,1.1386768787187784,False,-1,True
9394,2992,2025-04-26 03:36:47.023469,Online Purchase,92112.0,460.56,Completed,Travel,Mobile,Romania,False,True,True,12.352954385001697,True,-1,True
9501,63,2024-10-13 21:25:02.690716,Bank Transfer,74748.96,373.74,Completed,Shopping,Tablet,Luxembourg,False,True,True,10.002943904094007,True,-1,True
9542,2753,2025-05-29 06:28:30.435831,Card Payment,9944.82,49.72,Completed,Groceries,Desktop,Morocco,False,False,False,1.2319908793812089,False,-1,True
9695,4059,2024-11-23 01:15:10.587155,Card Payment,9860.16,49.3,Completed,Entertainment,Mobile,El Salvador,False,True,False,1.220532523741088,False,-1,True
9813,888,2025-09-07 06:20:46.559786,Direct Debit,8952.68,44.76,Completed,Subscriptions,Desktop,Colombia,False,False,False,1.097709129265575,False,-1,True
10186,2087,2024-07-03 13:06:27.424355,Bank Transfer,10016.71,50.08,Completed,Shopping,Mobile,Spain,False,True,False,1.2417208721401067,False,-1,True
10650,316,2025-05-11 03:49:19.779079,Online Purchase,9978.15,49.89,Completed,Restaurants,Desktop,Monaco,False,True,False,1.2365019471048708,False,-1,True
10704,3618,2024-11-24 19:55:45.779711,ATM Withdrawal,34283.04,171.42,Failed,Entertainment,Mobile,Senegal,False,True,True,4.526061047199584,True,-1,True
10836,1695,2025-10-04 21:39:48.861758,Card Payment,9991.32,49.96,Completed,Restaurants,Mobile,Falkland Islands (Malvinas),False,False,False,1.2382844482126005,False,-1,True
10851,1653,2026-01-08 22:52:54.673161,Bank Transfer,11869.2,59.35,Completed,Entertainment,Mobile,Georgia,False,True,False,1.492447180193114,False,-1,True
10877,2057,2026-02-16 03:07:01.652635,Direct Debit,11485.65,57.43,Completed,Subscriptions,Mobile,Montenegro,False,True,False,1.4405353882516023,False,-1,True
10888,2761,2025-04-19 04:30:32.422716,Online Purchase,20062.48,100.31,Pending,Shopping,Mobile,Serbia,False,True,True,2.6013713013730086,False,-1,True
10916,2324,2025-05-13 10:24:17.005760,Card Payment,9903.55,49.52,Completed,Shopping,Mobile,Ghana,False,True,False,1.2264051678613908,False,-1,True
10964,1182,2024-07-27 14:23:51.545247,ATM Withdrawal,9486.46,47.43,Completed,Restaurants,Mobile,Norfolk Island,False,False,False,1.169953885627301,False,-1,True
11136,4763,2025-12-16 12:33:28.645593,Bank Transfer,9278.72,46.39,Completed,Subscriptions,Desktop,Korea,False,False,False,1.1418371976911008,False,-1,True
11188,3277,2025-09-09 22:44:46.307931,Card Payment,13963.8,69.82,Completed,Travel,Desktop,Bermuda,False,True,False,1.7759420032949007,False,-1,True
11409,3198,2026-03-24 16:33:43.191060,Bank Transfer,9650.73,48.25,Completed,Shopping,Desktop,Benin,False,False,False,1.1921871017978973,False,-1,True
11459,3517,2025-03-03 20:44:25.353364,Online Purchase,9039.23,45.2,Completed,Travel,Mobile,Latvia,False,False,False,1.1094232880259396,False,-1,True
11507,4713,2025-12-27 13:20:28.839896,Card Payment,38107.08,190.54,Completed,Shopping,Mobile,Ethiopia,False,True,True,5.043627906425287,True,-1,True
11554,2344,2024-11-02 19:53:59.673527,ATM Withdrawal,12699.0,63.5,Completed,Restaurants,Mobile,Thailand,False,True,False,1.6047569310810461,False,-1,True
11674,4763,2024-10-07 04:03:38.782017,Card Payment,9779.73,48.9,Completed,Healthcare,Mobile,Sudan,False,False,False,1.2096466798462742,False,-1,True
11802,3278,2025-07-15 14:48:50.114949,Card Payment,9895.95,49.48,Completed,Shopping,Mobile,Russian Federation,False,False,False,1.2253765415577658,False,-1,True
11875,4052,2025-12-27 02:28:11.320472,Bank Transfer,9719.86,48.6,Completed,Travel,Mobile,Macao,False,False,False,1.2015435407938997,False,-1,True
11966,1049,2025-05-21 01:24:07.926555,ATM Withdrawal,9725.57,48.63,Completed,Entertainment,Mobile,Cyprus,False,False,False,1.2023163639772814,False,-1,True
12038,1703,2025-11-18 17:39:37.065170,Card Payment,9942.85,49.71,Completed,Utilities,Mobile,Bosnia and Herzegovina,False,False,False,1.2317242486156639,False,-1,True
12310,4532,2025-12-30 00:57:16.590712,Bank Transfer,9444.33,47.22,Completed,Restaurants,Tablet,Togo,False,False,False,1.164251776920494,False,-1,True
12441,4845,2025-12-09 03:02:55.035730,Bank Transfer,9392.46,46.96,Completed,Subscriptions,Mobile,Belgium,False,False,False,1.1572314023982513,False,-1,True
12688,3055,2024-06-26 16:59:34.671828,Online Purchase,398914.76,1994.57,Completed,Utilities,Desktop,Gabon,False,True,True,53.877347669323264,True,-1,True
12909,1606,2026-05-04 22:23:12.326557,Online Purchase,9305.08,46.53,Completed,Groceries,Mobile,Cambodia,False,False,False,1.1454049068178855,False,-1,True
12930,2360,2024-10-07 03:31:03.804730,Bank Transfer,9172.43,45.86,Completed,Subscriptions,Mobile,Cuba,False,False,False,1.127451317452636,False,-1,True
12987,3684,2025-12-24 21:06:09.126905,Online Purchase,12955.8,64.78,Completed,Entertainment,Desktop,Saint Kitts and Nevis,False,True,False,1.6395136724982804,False,-1,True
13029,184,2025-04-13 09:12:03.148039,Online Purchase,10722.05,53.61,Completed,Groceries,Desktop,Nepal,False,True,False,1.3371855138505118,False,-1,True
13062,1717,2025-02-12 22:36:47.555596,Direct Debit,9312.62,46.56,Completed,Subscriptions,Mobile,Turkmenistan,False,False,False,1.146425412387535,False,-1,True
13085,4349,2025-07-06 12:50:11.106715,Card Payment,9880.96,49.4,Completed,Subscriptions,Desktop,Georgia,False,True,False,1.223347711519431,False,-1,True
13172,3010,2025-07-07 04:37:16.936785,ATM Withdrawal,13900.28,69.5,Completed,Restaurants,Mobile,Mexico,False,True,False,1.7673448529256537,False,-1,True
13629,1984,2025-08-12 11:53:02.302622,Direct Debit,9305.59,46.53,Completed,Utilities,Mobile,Reunion,True,False,False,1.1454739330566814,False,-1,True
13993,963,2026-05-04 12:58:35.465691,Bank Transfer,29650.66,148.25,Completed,Restaurants,Mobile,Falkland Islands (Malvinas),False,True,True,3.899088952938029,True,-1,True
14087,433,2025-11-30 18:19:51.171978,Online Purchase,9471.67,47.36,Completed,Utilities,Desktop,Gibraltar,False,False,False,1.16795212470222,False,-1,True
14156,673,2024-09-16 15:09:03.893847,Card Payment,12062.14,60.31,Completed,Travel,Mobile,Bahamas,False,True,False,1.5185607537485704,False,-1,True
14324,3014,2024-10-19 07:08:32.629908,Card Payment,9583.41,47.92,Completed,Entertainment,Mobile,Lao People's Democratic Republic,False,False,False,1.1830756382768373,False,-1,True
14343,1703,2025-04-02 09:20:14.223505,Bank Transfer,15604.26,78.02,Completed,Travel,Mobile,Cameroon,False,True,False,1.9979709909324246,False,-1,True
14357,4721,2025-01-18 04:11:47.957890,Direct Debit,9448.3,47.24,Completed,Groceries,Mobile,New Caledonia,False,False,False,1.1647890988185718,False,-1,True
14600,2827,2025-07-29 14:29:16.670554,Card Payment,12660.11,63.3,Completed,Subscriptions,Desktop,Djibouti,False,True,False,1.5994933420089426,False,-1,True
14785,2996,2025-07-01 13:02:06.799189,Online Purchase,9385.21,46.93,Completed,Shopping,Desktop,Burundi,False,False,False,1.1562501470428193,False,-1,True
14947,3436,2026-02-03 04:53:11.179686,Direct Debit,9969.5,49.85,Completed,Entertainment,Mobile,United States Minor Outlying Islands,False,False,False,1.2353312079566658,False,-1,True
15057,903,2025-01-21 20:40:50.935913,ATM Withdrawal,9797.84,48.99,Failed,Groceries,Tablet,Bosnia and Herzegovina,False,False,False,1.2120977880513604,False,-1,True
15202,1316,2025-09-21 08:50:00.859657,Online Purchase,11016.0,55.08,Completed,Healthcare,Mobile,Mali,False,True,False,1.3769703430545461,False,-1,True
15262,613,2025-12-05 17:46:31.977317,Direct Debit,67790.72,338.95,Completed,Healthcare,Desktop,Ghana,False,True,True,9.061176971075875,True,-1,True
15397,1767,2025-12-14 17:03:12.506010,ATM Withdrawal,9422.2,47.11,Completed,Healthcare,Mobile,Anguilla,False,False,False,1.1612565795390168,False,-1,True
15589,2975,2026-05-11 08:52:32.768781,Card Payment,9568.36,47.84,Completed,Travel,Mobile,Papua New Guinea,False,False,False,1.1810386875045267,False,-1,True
15689,3726,2026-05-30 19:24:27.913110,Card Payment,74220.52,371.1,Completed,Restaurants,Tablet,Kenya,False,True,True,9.931421893056143,True,-1,True
15766,314,2025-04-02 00:18:50.228221,Direct Debit,9131.19,45.66,Completed,Utilities,Mobile,United States Minor Outlying Islands,False,False,False,1.121869666299806,False,-1,True
16020,3598,2024-12-29 09:06:10.067672,Online Purchase,37649.7,188.25,Completed,Subscriptions,Mobile,Svalbard & Jan Mayen Islands,False,True,True,4.98172355132632,True,-1,True
16068,2837,2026-02-15 02:21:41.537618,Online Purchase,9455.5,47.28,Completed,Restaurants,Desktop,Canada,False,False,False,1.1657635868956908,False,-1,True
16143,1442,2025-11-19 08:55:25.787165,Bank Transfer,55564.74,277.82,Completed,Healthcare,Desktop,Iran,False,True,True,7.406444784813112,True,-1,True
16297,3115,2025-08-18 22:23:32.918150,Card Payment,13224.19,66.12,Completed,Subscriptions,Desktop,Kazakhstan,False,True,False,1.6758390690285434,False,-1,True
16542,4977,2024-08-23 17:59:59.228856,Card Payment,55502.83,277.51,Completed,Shopping,Mobile,Vietnam,False,True,True,7.398065540805554,True,-1,True
16585,3405,2025-04-18 00:05:19.946287,Online Purchase,9791.45,48.96,Completed,Healthcare,Mobile,Solomon Islands,False,False,False,1.2112329298829176,False,-1,True
16629,3517,2026-05-27 10:34:48.586113,Card Payment,9702.71,48.51,Completed,Subscriptions,Mobile,Svalbard & Jan Mayen Islands,False,False,False,1.1992223643324293,False,-1,True
17083,3880,2025-05-18 20:06:48.899956,Card Payment,9505.63,47.53,Completed,Utilities,Desktop,Saint Martin,False,False,False,1.1725484601326297,False,-1,True
17092,1274,2026-06-07 08:18:37.861941,Card Payment,11828.4,59.14,Completed,Entertainment,Mobile,Fiji,False,True,False,1.4869250810894412,False,-1,True
17398,3379,2025-01-05 11:27:03.623220,Bank Transfer,9807.43,49.04,Completed,Healthcare,Mobile,Mali,False,False,False,1.2133957520318561,False,-1,True
17478,3455,2024-07-06 03:37:13.863425,Bank Transfer,21397.74,106.99,Completed,Restaurants,Mobile,Cambodia,False,True,True,2.7820928221860006,False,-1,True
17484,2919,2026-05-31 02:50:14.570153,Online Purchase,9879.99,49.4,Completed,Restaurants,Mobile,Jamaica,False,False,False,1.2232164263201524,False,-1,True
17594,2778,2024-10-17 00:21:55.779072,Online Purchase,9881.97,49.41,Completed,Healthcare,Mobile,Equatorial Guinea,False,False,False,1.22348441054136,False,-1,True
17665,4166,2025-03-13 14:59:29.970984,Online Purchase,9441.06,47.21,Completed,Entertainment,Desktop,Sao Tome and Principe,False,False,False,1.1638091969188027,False,-1,True
17721,869,2026-01-31 05:17:37.735738,Bank Transfer,8930.86,44.65,Completed,Restaurants,Mobile,Burundi,False,False,False,1.0947558890096403,False,-1,True
18228,349,2025-03-12 20:09:40.363966,Card Payment,9236.02,46.18,Completed,Restaurants,Mobile,Cambodia,False,False,False,1.136057942011522,False,-1,True
18308,2753,2025-04-14 09:00:00.830769,Bank Transfer,9823.59,49.12,Completed,Shopping,Mobile,British Virgin Islands,False,False,False,1.2155829363827226,False,-1,True
18314,1905,2024-09-14 00:32:51.903148,Bank Transfer,9139.31,45.7,Completed,Subscriptions,Mobile,Lao People's Democratic Republic,False,False,False,1.1229686722978898,False,-1,True
18399,2884,2024-10-10 21:59:06.696980,Bank Transfer,11218.48,56.09,Completed,Utilities,Mobile,Nigeria,False,True,False,1.4043751133121847,False,-1,True
18429,3724,2024-06-20 10:15:20.822776,Online Purchase,9606.96,48.03,Completed,Travel,Mobile,Hong Kong,False,False,False,1.186263026362413,False,-1,True
18610,4424,2026-03-22 15:01:25.912624,ATM Withdrawal,22220.64,111.1,Completed,Shopping,Mobile,British Indian Ocean Territory (Chagos Archipelago),False,True,True,2.893468688666694,False,-1,True
18636,4604,2025-01-28 09:37:52.395641,Card Payment,73040.4,365.2,Completed,Shopping,Mobile,China,False,True,True,9.771697883393735,True,-1,True
